name,email,phone,address,gender,qualification,experience_years,rating,fees_inr,success_rate,position,img_url,legal_issues
Ati Sur,hemang71@example.org,0470233143,"H.No. 45, Ahuja Street, Hapur 804912",female,LLB,4,4.98,8500,0.82,Legal Advisor,https://randomuser.me/api/portraits/women/12.jpg,child_custody|property_dispute|cyber_crime
Imaran Chad,akalla@example.org,+915465534616,"H.No. 905, Choudhry, Alappuzha 573214",female,PhD in Law,23,3.8,4401,0.54,Consultant,https://randomuser.me/api/portraits/women/43.jpg,child_custody
Jack Mani,christophersahni@example.net,03256877817,"591, Das Marg, Saharsa 159903",other,LLB,9,4.07,15682,0.71,Legal Advisor,https://randomuser.me/api/portraits/women/63.jpg,domestic_violence|consumer_rights|harassment
Champak Dayal,kashishraman@example.org,5867655720,"128, Kota Ganj, Malda-105029",female,LLM,34,3.1,5379,0.51,Legal Advisor,https://randomuser.me/api/portraits/women/77.jpg,dowry|bribery_corruption
Yasti Mannan,triveni54@example.org,8998543283,"H.No. 48, Gulati Circle, Bulandshahr 296305",female,LLM,13,3.7,15484,0.53,Legal Advisor,https://randomuser.me/api/portraits/women/1.jpg,consumer_rights
Pavani Bandi,balaveda@example.com,4259688217,"H.No. 752, Sani Path, Phagwara-868139",other,LLB,20,4.59,9629,0.98,Partner,https://randomuser.me/api/portraits/women/21.jpg,cyber_bullying|consumer_rights|property_dispute
Akshay Naidu,upmachokshi@example.org,0384967789,"H.No. 500, Kulkarni Path, Davanagere 648533",female,Senior Advocate,26,3.03,13234,0.77,Senior Lawyer,https://randomuser.me/api/portraits/women/6.jpg,workplace_discrimination
Vidhi Kaul,hkurian@example.com,04442730631,"348, Cheema Marg, Bathinda-853322",female,Senior Advocate,19,3.34,8168,0.87,Senior Lawyer,https://randomuser.me/api/portraits/women/72.jpg,FIR_denial
Hiral Desai,rsankaran@example.org,8775737724,"H.No. 418, Kannan Marg, Purnia-501826",male,PhD in Law,40,4.51,10135,0.74,Legal Advisor,https://randomuser.me/api/portraits/men/28.jpg,harassment
Vaishnavi Bajaj,maanav59@example.com,+912640857024,"56/005, Gupta Zila, Raichur-929322",female,Senior Advocate,4,4.26,11709,0.54,Legal Advisor,https://randomuser.me/api/portraits/women/54.jpg,workplace_discrimination|harassment
Leena Ben,janujagokhale@example.com,09369833312,"229, Gara Path, Pimpri-Chinchwad-264203",other,LLB,13,4.68,7063,0.58,Legal Advisor,https://randomuser.me/api/portraits/women/23.jpg,rent_eviction
Isaac Lanka,nehadave@example.net,+913556324021,"H.No. 860, Savant Chowk, Rourkela 030633",female,LLM,11,3.09,6777,0.94,Consultant,https://randomuser.me/api/portraits/women/47.jpg,labor_rights_violation
Irya Behl,zhegde@example.org,06760817327,"H.No. 90, Char Street, Ichalkaranji-336046",other,Senior Advocate,6,3.57,11385,0.78,Legal Advisor,https://randomuser.me/api/portraits/women/76.jpg,FIR_denial|labor_rights_violation
Mohammed Kapoor,bhavyasubramanian@example.org,5671482655,"096, Ratti Street, Hajipur-134791",male,Advocate,29,3.68,5438,0.7,Senior Lawyer,https://randomuser.me/api/portraits/men/42.jpg,consumer_rights
Jagat Narayan,eesha28@example.com,+914685937393,"H.No. 46, Lal Road, Chennai 671447",male,LLM,23,3.4,4137,0.51,Legal Advisor,https://randomuser.me/api/portraits/men/85.jpg,child_custody
Harinakshi Yohannan,dreddy@example.org,02628706669,"16, Bhasin Path, Warangal-336400",female,LLB,11,4.35,4132,0.91,Partner,https://randomuser.me/api/portraits/women/28.jpg,bribery_corruption|labor_rights_violation
Rajata Ahluwalia,ozapanini@example.net,8223079276,"297, Choudhry Circle, Kamarhati 831500",female,LLB,7,3.99,8103,0.98,Partner,https://randomuser.me/api/portraits/women/85.jpg,consumer_rights
Aarini Parmer,chakrika07@example.org,+910882831445,"H.No. 658, Sridhar Nagar, Hindupur-007848",male,PhD in Law,18,4.84,18078,0.97,Associate Lawyer,https://randomuser.me/api/portraits/men/40.jpg,property_dispute|harassment
Tripti Kapadia,zhalder@example.net,04099195931,"H.No. 10, Sharaf Zila, Nagpur-289988",male,Advocate,10,3.72,15252,0.96,Partner,https://randomuser.me/api/portraits/men/64.jpg,property_dispute|cyber_crime
Yashasvi Krish,ekanshhari@example.net,4830593407,"15/28, Dey Nagar, Srikakulam 997648",other,Senior Advocate,11,3.69,5543,0.56,Partner,https://randomuser.me/api/portraits/women/72.jpg,property_dispute|harassment
Reyansh Doctor,yadavkritika@example.org,09151136331,"32/96, Wali, Hyderabad 323856",other,LLB,8,3.32,7875,0.67,Legal Advisor,https://randomuser.me/api/portraits/women/39.jpg,child_custody
Jagat Kala,sravel@example.com,+911290364834,"H.No. 178, Bal, Kishanganj 372025",other,LLM,24,3.15,2816,0.55,Senior Lawyer,https://randomuser.me/api/portraits/women/84.jpg,cyber_bullying|harassment|workplace_discrimination
Samaksh Buch,grewaljagvi@example.net,05705936527,"66/089, Sampath Ganj, Jalna-362159",male,LLM,14,3.24,14217,0.5,Senior Lawyer,https://randomuser.me/api/portraits/men/74.jpg,child_custody
Dalaja Hari,andrew54@example.net,+918022957891,"H.No. 162, Date Marg, Anantapuram 651290",male,LLB,26,3.49,14137,0.52,Associate Lawyer,https://randomuser.me/api/portraits/men/20.jpg,labor_rights_violation|cyber_bullying|child_custody
Harish Sharma,rzachariah@example.org,04616872121,"H.No. 663, Dixit Nagar, Visakhapatnam-217655",male,PhD in Law,37,4.6,5872,0.68,Associate Lawyer,https://randomuser.me/api/portraits/men/52.jpg,harassment
Aadi Oza,dasdalaja@example.org,6936575038,"12/361, Raja Path, Morena-826568",other,Advocate,22,4.97,2086,0.74,Legal Advisor,https://randomuser.me/api/portraits/women/31.jpg,cyber_bullying
Jhalak Mangat,odika38@example.net,+917179690235,"769, Bhagat Circle, Chennai-615363",other,Advocate,37,4.75,16933,0.87,Legal Advisor,https://randomuser.me/api/portraits/women/65.jpg,labor_rights_violation
Veer Thaman,khalsachaitaly@example.com,01915639880,"570, Dugar Circle, Mysore-259879",other,Advocate,14,4.24,16964,0.93,Legal Advisor,https://randomuser.me/api/portraits/women/36.jpg,cyber_crime|consumer_rights|workplace_discrimination
Arin Merchant,ojasparsa@example.com,+911582928705,"43, Karnik Path, Varanasi-752134",male,PhD in Law,37,3.85,11212,0.77,Legal Advisor,https://randomuser.me/api/portraits/men/95.jpg,rent_eviction|consumer_rights|cyber_bullying
Nisha Khanna,anamika25@example.net,3798504769,"H.No. 397, Subramaniam Ganj, Malegaon-410553",other,LLB,2,3.84,12779,0.5,Legal Advisor,https://randomuser.me/api/portraits/women/11.jpg,FIR_denial
Hemal Natarajan,jhalak29@example.net,3128467987,"939, Sekhon Zila, Ratlam-034235",male,LLB,23,4.01,4795,0.91,Legal Advisor,https://randomuser.me/api/portraits/men/12.jpg,consumer_rights|dowry|property_dispute
Oscar Dhillon,vamakshi60@example.com,01347346222,"H.No. 342, Soman Marg, Kharagpur-107394",male,PhD in Law,33,4.28,14758,0.7,Legal Advisor,https://randomuser.me/api/portraits/men/83.jpg,rent_eviction
Victor Choudhry,ydevan@example.org,7093675882,"84, Bumb Ganj, Pallavaram 275073",male,Senior Advocate,22,4.55,7901,0.8,Senior Lawyer,https://randomuser.me/api/portraits/men/61.jpg,cyber_bullying|domestic_violence|child_custody
Idika Maharaj,ekavirsalvi@example.com,03633026876,"H.No. 31, Sem Marg, Burhanpur 133729",female,PhD in Law,24,4.66,16571,0.97,Partner,https://randomuser.me/api/portraits/women/93.jpg,dowry
Arin Pall,karan86@example.org,2960232057,"02/39, Modi, Salem-017314",female,LLM,7,3.95,4629,0.64,Legal Advisor,https://randomuser.me/api/portraits/women/25.jpg,workplace_discrimination|bribery_corruption|harassment
Bhavani Vora,meghathaker@example.com,+916964054098,"59/547, Bahl Chowk, Kadapa 358874",female,LLM,18,4.78,10015,0.93,Associate Lawyer,https://randomuser.me/api/portraits/women/46.jpg,dowry|domestic_violence|property_dispute
Advay Sharaf,bahadurjit65@example.org,09232818927,"22, Gupta Road, Nashik 771152",female,Senior Advocate,7,4.28,18579,0.77,Consultant,https://randomuser.me/api/portraits/women/36.jpg,cyber_crime|labor_rights_violation
Ayaan Chand,yashaggarwal@example.net,+910763668615,"H.No. 94, Dayal Street, Lucknow 269394",female,LLM,6,3.08,14476,0.91,Partner,https://randomuser.me/api/portraits/women/76.jpg,property_dispute|labor_rights_violation|cyber_crime
Chasmum Hari,ydhar@example.net,3139995413,"03/661, Dani Ganj, Raiganj-337180",female,LLB,38,3.26,5011,0.62,Senior Lawyer,https://randomuser.me/api/portraits/women/56.jpg,harassment
Tara Sidhu,degirindra@example.com,01807776789,"H.No. 347, Gopal Path, Coimbatore 011464",male,Advocate,40,3.83,12836,0.65,Partner,https://randomuser.me/api/portraits/men/52.jpg,cyber_bullying|consumer_rights
Geetika Chada,horaanusha@example.com,08959760460,"137, Magar Zila, Rohtak-832065",male,Senior Advocate,1,3.34,12224,0.72,Senior Lawyer,https://randomuser.me/api/portraits/men/20.jpg,cyber_crime|child_custody
Michael Bhattacharyya,priya42@example.com,+911473741502,"H.No. 47, Nazareth Street, Ambattur-639613",female,LLM,37,3.93,2931,0.53,Legal Advisor,https://randomuser.me/api/portraits/women/33.jpg,harassment|dowry|rent_eviction
Mitesh Pal,jagdishthaker@example.net,+917759565811,"48, Khalsa Marg, Khandwa 838341",male,PhD in Law,5,3.87,9890,0.69,Associate Lawyer,https://randomuser.me/api/portraits/men/25.jpg,child_custody
Harsh Balan,hdave@example.com,+914740691426,"H.No. 37, Bumb Marg, Jaunpur 264105",other,Senior Advocate,8,4.67,8543,0.86,Consultant,https://randomuser.me/api/portraits/women/57.jpg,harassment|rent_eviction|cyber_crime
Aryan Ram,mannanyochana@example.net,3385628609,"05/55, Kala Street, Pudukkottai 303707",female,PhD in Law,27,3.65,12297,0.52,Legal Advisor,https://randomuser.me/api/portraits/women/24.jpg,rent_eviction
Banjeet Bal,elijahmitra@example.com,+913562368839,"94/336, Choudhary Zila, Phagwara 030039",other,Advocate,10,4.97,13941,0.84,Legal Advisor,https://randomuser.me/api/portraits/women/15.jpg,bribery_corruption|domestic_violence|child_custody
Ishaan Upadhyay,karanhayre@example.com,01585917629,"H.No. 718, Ray Path, Udaipur-949582",male,PhD in Law,33,3.63,9117,0.62,Legal Advisor,https://randomuser.me/api/portraits/men/16.jpg,FIR_denial|cyber_bullying|child_custody
Oeshi Soman,settyridhi@example.net,7050857996,"17/848, Chandran Path, Patiala 444800",male,LLB,19,3.0,18658,0.71,Senior Lawyer,https://randomuser.me/api/portraits/men/55.jpg,cyber_crime
Raksha Date,singhnisha@example.net,08872694027,"57/49, Khatri, Malda 209331",female,Advocate,32,3.14,7647,0.72,Senior Lawyer,https://randomuser.me/api/portraits/women/84.jpg,harassment
Benjamin Narayan,oborde@example.org,2672083727,"55/819, Krishnan Circle, Jalandhar 626391",female,Advocate,10,3.96,14765,0.69,Associate Lawyer,https://randomuser.me/api/portraits/women/76.jpg,domestic_violence|cyber_bullying
Maanav Bahl,udantuppal@example.net,1871263392,"H.No. 716, Krishnan Zila, Gorakhpur 529816",female,LLB,8,3.06,18265,0.97,Associate Lawyer,https://randomuser.me/api/portraits/women/60.jpg,bribery_corruption
Kashish Batta,ppatla@example.net,05215913862,"H.No. 860, Bhalla Zila, Purnia-481756",other,LLB,13,4.27,8215,0.63,Associate Lawyer,https://randomuser.me/api/portraits/women/21.jpg,cyber_crime
George Mohan,xchaudhuri@example.com,+913879420340,"25, Gera Circle, Karawal Nagar-677226",male,PhD in Law,12,3.3,1650,0.72,Consultant,https://randomuser.me/api/portraits/men/24.jpg,workplace_discrimination|cyber_crime
Gaurav Gola,zayyanmisra@example.com,+913707110525,"H.No. 63, Agarwal Street, Ichalkaranji-309258",female,Senior Advocate,23,3.12,12211,0.84,Legal Advisor,https://randomuser.me/api/portraits/women/8.jpg,workplace_discrimination|rent_eviction|harassment
Zayan Sagar,wgaba@example.net,+916239651931,"10, Dube Zila, Nandyal-071568",other,Advocate,6,3.13,10704,0.85,Legal Advisor,https://randomuser.me/api/portraits/women/28.jpg,harassment|workplace_discrimination
Raksha Comar,kalajackson@example.com,1572776303,"14/172, Vyas Circle, Bhimavaram 763068",other,Advocate,3,3.72,15411,0.91,Legal Advisor,https://randomuser.me/api/portraits/women/15.jpg,rent_eviction|child_custody|cyber_bullying
Azad Chakraborty,chakradevtiwari@example.org,9928631945,"H.No. 930, Bobal, Kakinada-594819",other,Advocate,35,3.86,13671,0.78,Partner,https://randomuser.me/api/portraits/women/68.jpg,rent_eviction|dowry|property_dispute
Raagini Rau,anirudhchanda@example.org,02533200955,"42/350, Chandran Zila, North Dumdum-654781",other,Senior Advocate,18,4.3,5887,0.75,Consultant,https://randomuser.me/api/portraits/women/33.jpg,cyber_bullying
Chatresh Suresh,harinakshi35@example.com,04807477451,"902, Kaul Street, Khandwa 738749",other,PhD in Law,14,3.92,6305,0.92,Partner,https://randomuser.me/api/portraits/women/87.jpg,workplace_discrimination|dowry|consumer_rights
Harrison Rai,kamyaanand@example.org,+914573861577,"081, Dubey Circle, Tenali 900387",male,Advocate,24,3.65,11135,0.96,Partner,https://randomuser.me/api/portraits/men/56.jpg,workplace_discrimination|rent_eviction|child_custody
Qadim Zacharia,osha52@example.com,09559438043,"84/24, Tank Circle, Ramgarh 318387",male,LLB,11,3.93,10121,0.84,Associate Lawyer,https://randomuser.me/api/portraits/men/15.jpg,workplace_discrimination|child_custody|cyber_crime
Neel Dewan,mohini90@example.net,9609951335,"743, Pingle Street, Rampur-118245",other,LLB,28,4.47,16355,0.66,Senior Lawyer,https://randomuser.me/api/portraits/women/21.jpg,bribery_corruption
Benjamin Bala,yagneshtailor@example.com,8626940694,"21/91, Bahri Path, Aurangabad 160520",male,Senior Advocate,35,4.15,5613,0.89,Partner,https://randomuser.me/api/portraits/men/42.jpg,dowry
Kamala Chawla,dhillonmadhav@example.com,00468741327,"H.No. 768, Swamy Chowk, Salem 712497",male,PhD in Law,38,3.27,14194,0.73,Associate Lawyer,https://randomuser.me/api/portraits/men/93.jpg,labor_rights_violation|workplace_discrimination
Gagan Batta,bhavinisankaran@example.org,+911210318783,"89/991, Gole Chowk, Bongaigaon 436753",other,LLB,21,3.75,18267,0.64,Senior Lawyer,https://randomuser.me/api/portraits/women/74.jpg,cyber_crime|dowry
Chatura Natarajan,manya04@example.net,+914486713219,"H.No. 86, Sane Path, Ballia 310639",male,LLB,38,3.7,10417,0.68,Associate Lawyer,https://randomuser.me/api/portraits/men/46.jpg,domestic_violence|workplace_discrimination|labor_rights_violation
Yahvi Ray,bnigam@example.net,06026107249,"538, Banerjee, Jalna-243135",male,LLM,36,3.56,17403,0.77,Legal Advisor,https://randomuser.me/api/portraits/men/81.jpg,child_custody|cyber_crime|consumer_rights
Vanya Bera,isaiah48@example.org,4810827975,"033, Chand Circle, Chinsurah-762995",female,PhD in Law,39,4.78,18123,0.6,Legal Advisor,https://randomuser.me/api/portraits/women/73.jpg,labor_rights_violation|consumer_rights|cyber_bullying
Charvi Ray,garaadya@example.net,8165155987,"53/06, Shere Chowk, Kolhapur 864855",male,LLB,15,3.02,12562,0.71,Consultant,https://randomuser.me/api/portraits/men/71.jpg,harassment|bribery_corruption|child_custody
Gautami Patla,qnatt@example.net,04845833103,"658, Shanker Chowk, New Delhi 767530",female,PhD in Law,19,3.27,3111,0.57,Partner,https://randomuser.me/api/portraits/women/3.jpg,workplace_discrimination|domestic_violence
Aarnav Baral,william17@example.net,7637300685,"H.No. 35, Chatterjee Chowk, Kolhapur-194559",male,Advocate,14,4.12,6473,0.76,Consultant,https://randomuser.me/api/portraits/men/34.jpg,bribery_corruption
Hemang Chacko,csharaf@example.org,4568234479,"26/249, Rajan Ganj, Bhimavaram-715390",other,LLM,20,4.39,14573,0.77,Associate Lawyer,https://randomuser.me/api/portraits/women/99.jpg,labor_rights_violation|consumer_rights|harassment
Alexander Mangat,kaidave@example.com,+919450304518,"848, Dora Street, South Dumdum-217339",male,LLM,24,3.63,14221,0.53,Legal Advisor,https://randomuser.me/api/portraits/men/5.jpg,property_dispute|harassment
Robert Patel,chasmumoommen@example.net,03256635099,"08/225, Krishnamurthy Ganj, Ghaziabad-056486",other,PhD in Law,5,4.77,2109,0.55,Legal Advisor,https://randomuser.me/api/portraits/women/23.jpg,property_dispute|rent_eviction|labor_rights_violation
Meera Kalita,lipikapathak@example.net,04633812623,"51/41, Mangal Circle, Durgapur-170572",other,Advocate,15,4.11,12481,0.97,Consultant,https://randomuser.me/api/portraits/women/39.jpg,cyber_bullying
Ladli Balan,advaithpal@example.net,+914190896915,"70/997, Agarwal Street, Rajpur Sonarpur-012463",other,LLM,18,4.53,7527,0.56,Senior Lawyer,https://randomuser.me/api/portraits/women/99.jpg,cyber_crime
Om Ray,echowdhury@example.org,+916568524137,"23/341, Sha Street, Nangloi Jat 911388",female,Senior Advocate,7,3.11,1512,0.65,Senior Lawyer,https://randomuser.me/api/portraits/women/5.jpg,workplace_discrimination|FIR_denial|child_custody
Warjas Madan,jaggitripti@example.org,00463302443,"74/739, Bandi Path, Sri Ganganagar-861636",female,LLB,35,4.22,5745,0.68,Senior Lawyer,https://randomuser.me/api/portraits/women/91.jpg,child_custody
Patrick Parsa,jalsa00@example.com,01505252396,"23, Dani Road, Vadodara 385416",other,PhD in Law,20,4.67,3717,0.92,Legal Advisor,https://randomuser.me/api/portraits/women/46.jpg,harassment
Bhavini Dhillon,sarinayaan@example.org,+915890231746,"H.No. 663, Keer Road, Tenali 304413",female,LLB,38,4.55,8814,0.73,Legal Advisor,https://randomuser.me/api/portraits/women/37.jpg,rent_eviction
Yasti Seshadri,qdevan@example.net,+911271530054,"H.No. 13, Garde, Sultan Pur Majra 702546",other,LLB,32,4.23,18222,0.51,Associate Lawyer,https://randomuser.me/api/portraits/women/55.jpg,rent_eviction|workplace_discrimination
Fitan Kapoor,bhattcaleb@example.org,5402959259,"H.No. 58, Wable Street, Kanpur-374377",other,Senior Advocate,23,4.81,16374,0.86,Associate Lawyer,https://randomuser.me/api/portraits/women/63.jpg,consumer_rights|child_custody|bribery_corruption
Tanmayi Mahajan,rohanapte@example.com,9381001393,"H.No. 70, Bhattacharyya, Mango 260134",male,Senior Advocate,31,3.27,5162,0.55,Partner,https://randomuser.me/api/portraits/men/6.jpg,consumer_rights|rent_eviction
Ria Shah,ikbal53@example.com,1484457614,"29, Krishna Road, Pudukkottai-989601",other,Advocate,31,4.19,2530,0.61,Partner,https://randomuser.me/api/portraits/women/60.jpg,consumer_rights|bribery_corruption
Inaya Sarna,zramachandran@example.org,5489725079,"72/69, Chahal, Bhiwani-640868",male,Senior Advocate,14,3.11,17719,0.8,Senior Lawyer,https://randomuser.me/api/portraits/men/40.jpg,cyber_bullying|rent_eviction
Zaitra Bora,yash20@example.net,+919092234520,"H.No. 868, Munshi Zila, Davanagere 071157",female,Advocate,12,3.42,11890,0.57,Associate Lawyer,https://randomuser.me/api/portraits/women/42.jpg,harassment|consumer_rights
Yashasvi Nagy,nranganathan@example.net,00122066178,"H.No. 687, Chana Ganj, Imphal 374033",male,PhD in Law,17,3.03,16416,0.77,Consultant,https://randomuser.me/api/portraits/men/95.jpg,cyber_bullying|labor_rights_violation
Radhika Patil,saanvi05@example.org,+912388885572,"15/644, Kara Path, Davanagere-439159",male,LLM,32,4.59,16993,0.91,Associate Lawyer,https://randomuser.me/api/portraits/men/88.jpg,property_dispute|workplace_discrimination|harassment
Urishilla Anne,kamdarjack@example.com,08968158247,"H.No. 797, Sani Path, Dhanbad 755161",other,LLM,12,4.38,17404,0.74,Partner,https://randomuser.me/api/portraits/women/64.jpg,consumer_rights|harassment|FIR_denial
Ekta Nadig,sethbaghyawati@example.com,2756755797,"H.No. 568, Gala Nagar, Bhiwani-067666",male,LLB,22,4.28,8158,0.86,Associate Lawyer,https://randomuser.me/api/portraits/men/70.jpg,bribery_corruption
Ronith Ganesh,vamakshi46@example.net,+914524093254,"H.No. 51, Sankaran Zila, Khora -348940",male,PhD in Law,6,4.85,7087,0.91,Legal Advisor,https://randomuser.me/api/portraits/men/12.jpg,FIR_denial
Chatresh Malhotra,balendra18@example.org,2491832560,"H.No. 586, Manne Nagar, Ozhukarai-987795",female,LLM,23,3.43,13574,0.64,Associate Lawyer,https://randomuser.me/api/portraits/women/71.jpg,dowry|labor_rights_violation|rent_eviction
Anita Khatri,dominic63@example.org,7673298959,"78/97, Kari Street, Erode-697537",male,LLM,4,4.19,11253,0.94,Senior Lawyer,https://randomuser.me/api/portraits/men/5.jpg,dowry
Vedant Sachdev,obhandari@example.com,+919688383863,"H.No. 590, Naidu Ganj, Jaipur 922448",other,LLB,14,3.79,15930,0.71,Consultant,https://randomuser.me/api/portraits/women/77.jpg,labor_rights_violation|cyber_crime|property_dispute
David Sastry,shaurya44@example.org,6781327744,"248, Rama Ganj, Maheshtala 282666",other,LLB,6,3.77,19492,0.87,Legal Advisor,https://randomuser.me/api/portraits/women/61.jpg,dowry
Samesh Ranganathan,ansh48@example.com,03391351151,"H.No. 079, Manda Street, Narasaraopet-175426",other,PhD in Law,31,3.28,18187,0.57,Legal Advisor,https://randomuser.me/api/portraits/women/63.jpg,rent_eviction
Elijah Raval,gaurang92@example.net,4907217419,"007, Jhaveri Circle, Bhavnagar 051967",female,LLB,11,4.78,13756,0.97,Senior Lawyer,https://randomuser.me/api/portraits/women/23.jpg,dowry|rent_eviction
Samesh Parmar,osha33@example.net,4166727938,"07, Ray Circle, Agartala 278343",female,Senior Advocate,26,4.57,13625,0.73,Consultant,https://randomuser.me/api/portraits/women/55.jpg,property_dispute|bribery_corruption
Qasim Hari,lekhawagle@example.com,+910207178836,"059, Rajagopalan Nagar, Dehradun-081181",other,Senior Advocate,7,3.3,19292,0.81,Partner,https://randomuser.me/api/portraits/women/57.jpg,property_dispute|workplace_discrimination|domestic_violence
Eshana Arya,isaackamdar@example.net,+912607068276,"189, Dewan Marg, Panvel 164237",female,PhD in Law,6,3.94,11721,0.92,Legal Advisor,https://randomuser.me/api/portraits/women/86.jpg,labor_rights_violation|FIR_denial
Vincent Babu,nidhigade@example.com,06608871868,"H.No. 71, Mannan Zila, Bhusawal 904102",other,Senior Advocate,15,4.65,13845,0.5,Partner,https://randomuser.me/api/portraits/women/46.jpg,rent_eviction
Reva Bhatnagar,chanderfalan@example.net,1204203162,"19/69, Amble, Pallavaram-838213",other,LLM,5,3.72,7207,0.98,Legal Advisor,https://randomuser.me/api/portraits/women/18.jpg,labor_rights_violation|consumer_rights
Raagini Kaur,khatribalveer@example.com,07590801895,"90/185, Patla Zila, Sambalpur 256296",female,Senior Advocate,6,3.77,19347,0.64,Legal Advisor,https://randomuser.me/api/portraits/women/68.jpg,domestic_violence|cyber_crime
Chandresh Panchal,tsubramanian@example.org,+919455548074,"50/19, Sridhar Zila, Karnal-375185",other,PhD in Law,39,4.87,7410,0.71,Partner,https://randomuser.me/api/portraits/women/55.jpg,rent_eviction|FIR_denial|labor_rights_violation
Bimala Radhakrishnan,quincy90@example.net,01628272929,"956, Sridhar Nagar, Kavali 460420",male,PhD in Law,29,4.08,7901,0.75,Senior Lawyer,https://randomuser.me/api/portraits/men/37.jpg,dowry|rent_eviction
Robert Kohli,krishna13@example.org,0760363256,"H.No. 053, Lad Path, Suryapet-255652",female,LLM,15,4.75,9178,0.76,Legal Advisor,https://randomuser.me/api/portraits/women/39.jpg,FIR_denial
Qabil Ghose,snehamurty@example.com,02801626763,"20, Lall Street, Gandhinagar 279166",male,PhD in Law,39,3.59,11970,0.7,Consultant,https://randomuser.me/api/portraits/men/11.jpg,FIR_denial|rent_eviction|cyber_bullying
Girik Saha,sarthak49@example.com,05100183046,"H.No. 297, Nagy Road, Medininagar 445498",other,LLB,8,4.24,1658,0.59,Associate Lawyer,https://randomuser.me/api/portraits/women/12.jpg,FIR_denial|cyber_crime|consumer_rights
Deepa Kadakia,chakrabartikabir@example.com,07087067593,"209, Morar Marg, Ghaziabad 353948",other,LLB,10,4.17,17233,0.91,Associate Lawyer,https://randomuser.me/api/portraits/women/49.jpg,rent_eviction|domestic_violence
Gunbir Koshy,mugdhakapur@example.com,7460339665,"02, Dani Path, Dewas 044576",other,Senior Advocate,9,3.79,12406,0.59,Partner,https://randomuser.me/api/portraits/women/19.jpg,labor_rights_violation|property_dispute
Hritik Majumdar,vbala@example.org,+910302318697,"H.No. 53, Kanda Marg, Durgapur 952242",other,LLM,39,4.22,10479,0.53,Partner,https://randomuser.me/api/portraits/women/51.jpg,rent_eviction
Riya Kalla,idika66@example.org,+912505171688,"948, Choudhry Street, Guntur-643443",female,LLB,37,3.69,15886,0.69,Consultant,https://randomuser.me/api/portraits/women/88.jpg,FIR_denial|cyber_crime|workplace_discrimination
Tanvi Apte,oiyengar@example.net,+912892432244,"860, Sahota Circle, Saharanpur 573540",male,LLM,14,3.64,17572,0.99,Associate Lawyer,https://randomuser.me/api/portraits/men/77.jpg,property_dispute|harassment
Pahal Sem,elijah33@example.net,+919603162665,"92, Singhal Road, Ongole-774085",male,LLM,28,4.11,3941,0.7,Legal Advisor,https://randomuser.me/api/portraits/men/96.jpg,property_dispute|cyber_crime|harassment
Laksh Vyas,samesh67@example.com,00022268473,"54/611, Shan Ganj, Bidar 594322",female,Senior Advocate,38,3.72,7644,0.98,Partner,https://randomuser.me/api/portraits/women/84.jpg,harassment
Gautam Mannan,madhavmalhotra@example.com,02967061866,"75/36, Kulkarni Ganj, Bhiwandi 022039",female,Advocate,14,3.24,9880,0.86,Partner,https://randomuser.me/api/portraits/women/45.jpg,property_dispute|rent_eviction
Daniel Yadav,zachariajagvi@example.org,03513714322,"52/88, Grover Street, Ludhiana 846818",female,Advocate,16,4.43,8248,0.59,Associate Lawyer,https://randomuser.me/api/portraits/women/35.jpg,rent_eviction|cyber_crime
Mitesh Upadhyay,david28@example.com,1650370833,"08/41, Narayanan Chowk, Kamarhati 116246",female,LLB,36,3.45,3180,0.8,Legal Advisor,https://randomuser.me/api/portraits/women/45.jpg,consumer_rights|property_dispute
Vinaya Dhingra,rprashad@example.com,9963462712,"H.No. 438, Bhatia Ganj, Aligarh-423659",female,LLB,15,4.96,2778,0.99,Legal Advisor,https://randomuser.me/api/portraits/women/48.jpg,workplace_discrimination|bribery_corruption|cyber_crime
Kashvi Sarna,abdul89@example.com,07803900314,"51/660, Narain Chowk, Ghaziabad-705026",male,Advocate,20,3.09,7680,0.82,Senior Lawyer,https://randomuser.me/api/portraits/men/91.jpg,cyber_crime|labor_rights_violation
Dakshesh Gola,shankaryuvraj@example.net,02471990302,"H.No. 737, Kohli Nagar, Kalyan-Dombivli 016042",male,LLB,7,4.6,14905,0.86,Legal Advisor,https://randomuser.me/api/portraits/men/36.jpg,bribery_corruption
Aashi Krish,lajitasethi@example.net,+916807043913,"H.No. 07, Kalla Path, Tirunelveli 842872",female,LLM,4,3.44,6244,0.57,Consultant,https://randomuser.me/api/portraits/women/29.jpg,labor_rights_violation|domestic_violence|bribery_corruption
Arya Jhaveri,chatterjeechaitaly@example.org,00752722135,"82/67, Sarma Chowk, Singrauli 160674",female,Advocate,8,4.24,7275,0.51,Partner,https://randomuser.me/api/portraits/women/88.jpg,harassment|workplace_discrimination|rent_eviction
Kala Dhar,yauvani00@example.org,+915511857434,"51, Kalita Marg, Srikakulam-874477",male,Advocate,13,4.27,15271,0.75,Consultant,https://randomuser.me/api/portraits/men/7.jpg,property_dispute
Manthan Prakash,janujabuch@example.org,+917418760896,"972, Nair Ganj, Burhanpur-538601",other,PhD in Law,28,3.76,11189,0.92,Associate Lawyer,https://randomuser.me/api/portraits/women/28.jpg,workplace_discrimination
